jockey,raceDist,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH
CINTRON ALEX,1320,LRL,D,FT,AO,42000,20000,38.028169014084504
TOLEDO JEVIAN,1320,PEN,D,GD,R,17100,NA,37.58351893095769
CARRASCO CARLOS,1320,LRL,D,FT,R,25000,NA,36.452004860267316
CARRASCO VICTOR R,1210,PEN,D,FT,R,17100,NA,38.54539791309765
CINTRON ALEX,1320,LRL,D,FT,AO,45000,NA,38.37953091684435
CARRASCO VICTOR R,1320,PEN,D,FT,R,17100,NA,37.7253038982814
VARGAS JORGE A JR,1430,PRX,D,SY,R,33000,NA,37.17117804041174
CARRASCO VICTOR R,1320,LRL,D,SY,R,25000,NA,37.66741071428571
CARRASCO VICTOR R,1210,LRL,D,FT,R,25000,NA,38.37804310745852
TOLEDO JEVIAN,1540,LRL,D,FT,R,25000,NA,36.850725315863365
HO WESLEY,1210,LRL,D,SY,A,42000,NA,37.58542141230068
HO WESLEY,1210,LRL,D,FT,CO,30000,NA,38.265306122448976
HO WESLEY,1320,LRL,D,FT,CO,28750,NA,37.7992440151197
HO WESLEY,1320,LRL,D,FT,C,18000,10000,37.47917823431427
DAVIS KATIE,1320,LRL,D,SY,C,15000,5000,37.12360786470507
CORTEZ A C,1210,PRX,D,SY,C,20000,7500,36.59077468953282
AMISS D,1320,LRL,D,FT,C,15000,5000,36.99643738010413
AMISS D,1320,LRL,D,FT,M,18000,10000,36.96098562628337
AMISS D,1210,LRL,D,SY,M,18000,10000,36.715620827770366
GONZALEZ SANTIAGO,1760,DMR,D,FT,M,28000,40000,36.10108303249097
SCHNEIDER JOSEPH,1430,CT,D,MY,C,10000,4500,36.535098675993005
RODRIGUEZ LUIS J,1870,CT,D,FT,C,10000,5000,34.63419051068453
LARROSA G,1540,CT,D,FT,C,10000,5000,34.67635402906209
LARROSA G,1870,CT,D,FT,C,10000,5000,34.90281960032849
LARROSA G,1430,CT,D,FT,C,15500,10000,35.67508232711307
LARROSA G,1430,CT,D,FT,A,24500,NA,36.031042128603104
RODRIGUEZ GUILLERMO,1540,CT,D,FT,A,24500,NA,36.551404038059864
LARROSA G,1430,CT,D,FT,A,24500,NA,36.19601534463556
LARROSA G,1870,CT,D,FT,A,24500,NA,35.23721787194841
LARROSA G,1430,CT,D,SY,A,24500,NA,36.39870582379294
MCCARTHY TREVOR,1210,LRL,T,FM,C,30000,16000,39.720751083293216
CASTRENZE ASHLEY,1320,LRL,D,FT,A,35000,NA,37.91602303047325
MCCARTHY TREVOR,1320,LRL,D,MY,C,21000,11000,37.8522360857984
HAMILTON S D,1320,LRL,D,FT,A,35000,NA,37.91602303047325
CARROW ANNA,1320,LRL,D,GD,C,18000,7500,37.33407079646018
CARROW ANNA,1320,LRL,D,SY,R,25000,NA,37.60969494358545
TOLEDO JEVIAN,1320,LRL,D,FT,C,15000,5000,37.231108659680096
TOLEDO JEVIAN,1210,LRL,T,FM,C,20000,10000,39.925794482981125
TOLEDO JEVIAN,1210,LRL,T,FM,A,42000,NA,39.66346153846154
SAEZ GABRIEL,1210,LRL,D,SY,A,42000,NA,37.74016468435499
PRADO E S,1320,LRL,D,MY,C,22000,8500,37.1900826446281
TOLEDO JEVIAN,1320,LRL,D,MY,C,18000,6750,37.66741071428571
LYNCH F,1210,LRL,D,FT,C,23000,12000,37.93684855916616
TOLEDO JEVIAN,1320,LRL,D,GD,C,18000,6750,37.56260434056761
TOLEDO JEVIAN,1320,LRL,D,SY,R,25000,NA,37.40130211940712
TOLEDO JEVIAN,1320,LRL,D,FT,C,18000,6500,37.33923385423869
TOLEDO JEVIAN,1320,LRL,D,FT,C,17000,6500,38.103302286198144
TOLEDO JEVIAN,1320,LRL,D,MY,C,15000,4500,37.40130211940712
RUSSELL SHELDON,1210,LRL,T,FM,C,18000,6500,38.65979381443299
CINTRON ALEX,1210,LRL,T,FM,C,18000,6500,39.056335805586244
CASTRENZE ASHLEY,1210,LRL,D,FT,C,15000,4500,38.17677001388246
CARRASCO VICTOR R,1540,LRL,D,FT,C,33000,30000,36.876609693280265
CARRASCO VICTOR R,1320,LRL,D,GD,C,24000,15000,37.30312240950539
CARRASCO VICTOR R,1320,LRL,D,FT,C,33000,35000,38.03888419273034
CARRASCO VICTOR R,1320,LRL,D,FT,C,24000,15000,38.804254096004605
DELGADO A,1540,BSR,D,FT,C,29000,25000,36.016464669563234
MALDONADO E,1760,DMR,D,FT,C,38000,20000,37.059913526868435
OROZCO IRVING,1430,BHP,D,FT,AO,54000,NA,37.39930955120828
SANTIAGO REYES CHRISTIAN,1760,GG,T,FM,AO,29000,NA,35.899481451934584
BEATO INOEL,1320,GG,D,FT,AO,29000,NA,37.50520905681345
MORALES PABLO,1540,TAM,D,FT,AO,22500,25000,37.62991279417035
FELICIANO R,1320,TAM,D,FT,C,17200,12500,38.43963553530752
FELICIANO R,1540,TAM,D,FT,CO,15700,NA,37.72906934962271
DE LA CRUZ FERNANDO,1210,TAM,D,FT,C,10400,5000,38.3364312267658
OUZTS P W,1320,BTP,D,FT,R,11500,NA,37.40130211940712
PRENTICE EUCLYN E JR,1210,BTP,D,FT,C,8200,5000,37.983425414364646
SERPA ANGEL,1320,TAM,D,SY,CO,16500,NA,37.76223776223776
SERPA ANGEL,1320,TAM,D,FT,C,10500,5000,38.16793893129771
GARCIA GEOVANY,1320,BTP,D,FT,C,5200,4000,37.94266441821247
GARCIA GEOVANY,1210,BTP,D,FT,AO,11200,16000,37.178909418657064
FRANCO MANUEL,1430,AQU,D,FT,A,66000,NA,37.37541528239202
FRANCO MANUEL,1430,AQU,D,FT,A,57000,NA,36.41683266932271
MCCARTHY TREVOR,1540,AQU,D,MY,A,57000,NA,36.32798985122823
CANCEL ERIC,1320,AQU,D,FT,A,57000,NA,37.69370375540975
FRANCO MANUEL,1320,AQU,D,FT,A,57000,NA,36.824877250409166
ORTIZ JOSE L,1540,SAR,D,FT,A,75000,NA,36.070079010649266
SANTANA RICARDO JR,1430,BEL,D,FT,C,47000,25000,37.495192923984106
ARROYO ANGEL S,1540,BEL,D,SY,A,64000,NA,36.012347090431
ARROYO ANGEL S,1320,BEL,D,MY,A,64000,NA,36.95086902969756
ARROYO ANGEL S,1540,AQU,D,MY,R,60000,NA,36.816269284712476
ORTIZ IRAD JR,1430,AQU,D,FT,S,62000,NA,37.119289340101524
*ARANGO LUIS E,1430,*PM,D,GD,N,8000,NA,36.7462311557789
*ARANGO LUIS E,1320,*PM,D,GD,N,8000,NA,36.976170912078885
*ARANGO LUIS E,1430,*PM,D,GD,N,6700,NA,37.790697674418595
*JAEN ABDIEL,1320,*PM,D,GD,N,5000,NA,37.5
*SALGADO FELIX,1870,*PM,D,MY,N,24800,NA,35.601265822784804
*JAEN ABDIEL,1430,*PM,D,GD,N,4000,NA,36.93181818181817
*HALDAR DAVID J,1540,*PM,D,GD,N,10500,NA,37.05882352941176
*CASTILLO CARLOS I,1320,*PM,D,GD,N,10500,NA,37.359900373599004
*LEZCANO LORENZO,1430,*PM,D,GD,N,10500,NA,37.37541528239202
*LEZCANO LORENZO,1320,*PM,D,HY,N,10500,NA,36.98630136986302
CARMOUCHE K,1320,AQU,D,FT,R,55000,NA,38.221970554926386
CARMOUCHE K,1430,AQU,D,FT,A,57000,NA,36.25433812592959
CARMOUCHE K,1430,AQU,D,GD,C,44000,50000,36.503182328715845
CARMOUCHE K,1320,AQU,D,FT,A,57000,NA,37.620175560819284
CARMOUCHE K,1320,AQU,d,FT,A,57000,NA,37.21058434399118
GALLARDO ANTONIO A,1320,AQU,d,FT,C,35000,25000,37.7939529675252
FRANCO MANUEL,1320,AQU,d,FT,A,57000,NA,37.144036318613296
SAEZ LUIS,1870,BEL,D,FT,A,62000,NA,36.72235023041474
LUZZI M J,1760,AQU,D,FT,A,62000,NA,36.757198284664085
CANCEL ERIC,1760,AQU,D,FT,A,62000,NA,36.866359447004605
GARCIA MARTIN,1760,AQU,D,SY,A,57000,NA,35.166552700986614
GARCIA MARTIN,1760,AQU,D,FT,A,57000,NA,35.84586279000298
ORTIZ IRAD JR,1760,AQU,T,FM,A,57000,NA,37.08663850829299
SAEZ LUIS,1320,BEL,T,FM,M,41000,40000,38.16254416961131
SAEZ LUIS,1540,BEL,T,FM,M,41000,40000,38.36317135549872
ORTIZ IRAD JR,1320,BEL,D,FT,S,62000,NA,37.40130211940712
COHEN DAVID,1760,AQU,D,FT,A,66000,NA,37.460978147762745
ORTIZ IRAD JR,1430,AQU,D,FT,A,66000,NA,37.37541528239202
HERNANDEZ RAFAEL MANUEL,1760,AQU,D,GD,A,57000,NA,36.77221654749744
HERNANDEZ RAFAEL MANUEL,1540,AQU,D,FT,C,47000,25000,36.2610797743755
ALVARADO JUNIOR,1760,AQU,D,FT,A,57000,NA,33.20726870214924
LOPEZ PASCACIO,1760,AQU,D,SY,A,57000,NA,36.05769230769231
REYES LUIS R,1870,AQU,T,FM,C,46000,25000,36.6800920598389
ESQUIVEL EMMANUEL,1830,PRX,D,FT,C,29000,25000,35.83706862787763
MARAGH RAJIV,1760,BEL,D,FT,C,53000,32000,36.09022556390977
FRANCO MANUEL,1870,BEL,T,FM,A,62000,NA,37.25528391935327
GALLARDO ANTONIO A,1870,TAM,T,FM,S,22500,NA,37.324355971896956
GALLARDO ANTONIO A,1870,TAM,T,FM,S,22500,NA,37.139528109525195
GALLARDO ANTONIO A,1760,TAM,T,FM,S,22500,NA,37.01799485861183
GALLARDO ANTONIO A,1760,TAM,T,FM,S,22500,NA,37.01038346869539
FRANCO MANUEL,1760,BEL,T,FM,S,75000,NA,37.406483790523694
BROWN DALTON,1870,AQU,T,FM,M,41000,40000,35.364275147929
LUZZI M J,1870,MED,T,FM,M,15000,20000,37.33164161624049
BISONO J,1760,LRL,T,FM,M,22000,16000,37.255510710959335
MENDEZ KEVIN,1760,MTH,T,TF,S,36000,NA,36.25377643504532
FERRER J C,1870,MTH,T,FM,M,12500,16000,36.64144075102979
FERRER J C,1870,MTH,T,TF,M,13000,18000,35.54832713754647
FERRER J C,1870,MTH,T,FM,M,13000,18000,37.09270752521334
FERRER J C,1870,MTH,T,FM,M,12500,16000,36.532951289398284
LOPEZ C C,1870,MTH,T,TF,M,19500,30000,35.94924812030075
CASTRO E,1870,MTH,T,FM,M,13000,18000,36.39391056137013
COHEN DAVID,1870,AQU,T,FM,M,42230,40000,36.72235023041474
COHEN DAVID,1870,OP,D,SY,S,78000,NA,30.984204131227216
BRAVO J,1870,FG,T,FM,S,38000,NA,35.20478601012425
ARROYO ANGEL S,2420,AQU,T,FM,S,60000,NA,35.48132750340478
CASTELLANO J J,1760,BEL,T,FM,M,41000,40000,37.18624109079641
JARAMILLO E,1760,GP,D,FT,S,46000,NA,35.93890386343217
ZAYAS EDGARD J,1760,GP,T,FM,M,24000,16000,36.559358180156394
ZAYAS EDGARD J,1870,GP,T,FM,M,24000,20000,36.37314568276912
ZAYAS EDGARD J,1430,GP,D,FT,M,35000,50000,35.854376072566815
JARAMILLO E,2090,GP,T,FM,S,46000,NA,37.19331825300157
GAFFALIONE TYLER,1650,GP,T,FM,S,46000,NA,37.48750416527824
LUZZI M J,1870,AQU,T,FM,M,42230,40000,36.51202749140893
DAVIS DYLAN,1760,BEL,T,FM,M,41000,40000,36.507453605111046
ROSARIO JOEL,1760,SAR,t,FM,C,47000,40000,36.58536585365854
SAEZ LUIS,2420,SAR,t,FM,A,85000,NA,35.758144910785234
SILVERA RUBEN,1870,PRX,T,FM,M,30000,30000,36.08150174511838
ARROYO ANGEL S,1870,PRX,T,FM,M,30000,30000,36.20102214650767
REYES LUIS R,1540,BEL,T,FM,M,41000,40000,37.607449856733524
FRANCO MANUEL,1760,BEL,T,FM,M,52000,75000,37.014188772362736
DAVIS DYLAN,1870,AQU,T,FM,M,41000,40000,36.17705476212995
DAVIS DYLAN,1760,AQU,d,MY,M,41000,40000,33.86004514672686
CENTENO D E,1870,TAM,T,FM,S,22500,NA,37.41563141934852
CENTENO D E,1870,TAM,T,FM,S,22500,NA,37.33528550512445
CENTENO D E,1760,TAM,T,FM,S,22500,NA,37.04465939493722
GALLARDO ANTONIO A,1760,TAM,T,FM,S,22500,NA,37.147869156949746
ROSARIO JOEL,1870,AQU,T,FM,S,60000,NA,35.902008635254354
ORTIZ IRAD JR,1650,GP,T,FM,M,26000,20000,37.0309414088216
ORTIZ IRAD JR,1760,GP,T,FM,M,32000,35000,36.58536585365854
ORTIZ IRAD JR,1650,GP,T,FM,M,32000,35000,35.69162436548223
DIAZ HECTOR RAFAEL JR,1760,AQU,D,GD,S,60000,NA,34.41682600382409
DIAZ HECTOR RAFAEL JR,1760,AQU,D,GD,S,60000,NA,35.6753542760876
LEZCANO ABEL,1870,LRL,T,FM,S,40000,NA,36.94581280788177
LEZCANO ABEL,1760,SAR,t,FM,S,83000,NA,37.297969332780774
LEZCANO ABEL,1870,SAR,t,FM,S,83000,NA,37.73677979479085
ARROYO ANGEL S,1320,BEL,D,MY,S,75000,NA,36.75469643343316
MORALES PABLO,1800,TAM,D,FT,S,27500,NA,35.34093090629854
JUAREZ NIK,1870,GP,T,FM,S,58000,NA,36.80361781968632
JUAREZ NIK,1870,AQU,T,FM,S,60000,NA,36.10875106202209
LYNCH FEARGAL,1760,LRL,D,FT,S,40000,NA,36.341611144760755
ORTIZ JOSE L,1760,KD,T,FM,S,130000,NA,36.36730982927568
LYNCH FEARGAL,1320,DEL,D,FT,S,34000,NA,37.58351893095769
GAFFALIONE TYLER,1650,GP,T,FM,S,47000,NA,37.30106100795756
ORTIZ JOSE L,1650,GP,T,FM,S,43000,NA,36.925601750547045
CARMOUCHE K,1760,AQU,D,GD,S,60000,NA,36.459388292485315
DECARLO C P,1760,AQU,D,GD,S,60000,NA,34.78260869565218
ORTIZ IRAD JR,1870,BEL,T,FM,S,75000,NA,37.610619469026545
MORALES EDGAR,1870,KEE,D,FT,M,23000,30000,36.02712630686634
ORTIZ JOSE L,1980,KEE,D,FT,M,21000,20000,36.2610797743755
MURRILL MITCHELL,1320,FG,D,FT,M,22000,50000,37.25165562913907
LEZCANO JOSE,1760,FG,D,FT,S,38000,NA,35.370406759677735
FRANCO MANUEL,1980,AQU,D,FT,S,60000,NA,34.70734424543663
ORTIZ IRAD JR,1760,BEL,D,FT,S,75000,NA,36.641221374045806
ALVARADO JUNIOR,1540,AQU,D,FT,G3,150000,NA,37.89701636188642
ARROYO ANGEL S,1320,AQU,D,FT,N,100000,NA,37.89473684210526
ALVARADO JUNIOR,1430,AQU,D,FT,AO,69000,NA,36.96916076845298
ALVARADO JUNIOR,1320,AQU,D,GD,AO,69000,NA,37.27737125500483
KARAMANOS H A,1320,LRL,D,FT,AO,42000,NA,38.53839566086212
VELASQUEZ CORNELIO,1320,AQU,d,FT,CO,58000,NA,37.453183520599254
KARAMANOS H A,1320,LRL,D,FT,M,33000,40000,36.76971265150483
ORTIZ JOSE L,1430,KEE,D,FT,AO,78000,NA,37.92298716452743
ORTIZ JOSE L,1540,KEE,D,FT,AO,69000,NA,37.842383469485824
VELAZQUEZ J R,1320,SAR,D,SY,A,85000,NA,38.05496828752642
VELAZQUEZ J R,1430,SAR,D,FT,R,55000,NA,37.41844697454266
VELAZQUEZ J R,1430,BEL,D,SY,A,77000,NA,37.389748178448166
HILL C,1760,KEE,D,FT,C,30000,40000,37.0904595095817
ORTIZ JOSE L,1430,KEE,D,FT,C,22000,20000,37.820015515903805
ROSARIO JOEL,1760,GP,T,FM,C,25000,30000,37.03703703703704
GAFFALIONE TYLER,1760,GP,T,FM,C,26000,50000,37.151702786377705
GARCIA J A,1100,CD,T,FM,A,60000,NA,38.32396525293817
LOPEZ PASCACIO,1320,LRL,D,FT,N,100000,NA,38.882488479262676
LOPEZ PASCACIO,1540,KEE,D,FT,G2,250000,NA,38.283908604764214
LOPEZ PASCACIO,1320,KEE,D,FT,G2,250000,NA,38.428693424423564
GONZALEZ SANTIAGO,1320,LRC,D,FT,N,75000,NA,38.949798038084246
LOPEZ PASCACIO,1540,SAR,D,FT,G1,500000,NA,37.810586964350016
LOPEZ PASCACIO,1320,BEL,D,FT,N,150000,NA,38.243626062322946
ARROYO N JR,1430,SA,D,WF,AO,56000,NA,38.557869760084365
ARROYO N JR,1430,SA,D,FT,N,75000,NA,37.664177182590784
BAZE T C,1100,SA,D,FT,S,56000,NA,39.294446384910934
CASTELLANO J J,1540,CT,D,FT,N,100000,NA,36.50904033379693
CASTELLANO J J,1320,GP,D,FT,AO,51000,NA,38.31961396537043
LYNCH FEARGAL,1320,LRL,D,FT,N,75000,NA,38.28701077708452
PRADO E S,1320,LRL,D,MY,A,42000,NA,38.281582305401955
LYNCH FEARGAL,1320,PIM,D,FT,A,35000,NA,38.16254416961131
LEZCANO JOSE,1540,GP,D,FT,AO,48000,NA,37.07190773214076
LEZCANO JOSE,1320,GP,D,FT,S,46000,NA,37.63590744354614
LEZCANO JOSE,1320,GP,D,FT,S,46000,NA,37.5260597637248
CABRERA DAVID,1320,OP,D,SY,N,150000,NA,37.92134831460673
CABRERA DAVID,1210,OP,D,FT,N,125000,NA,38.37209302325582
CABRERA DAVID,1320,OP,D,SY,N,125000,NA,38.20033955857385
COHEN DAVID,1320,OP,D,GD,AO,78000,NA,37.04720087815587
ORTIZ JOSE L,1320,MVR,D,FT,N,75000,NA,36.38814016172506
ORTIZ IRAD JR,1320,KEE,D,FT,AO,69000,NA,38.61556064073227
PIMENTEL J,1320,LRL,D,FT,AO,45000,NA,38.325053229240595
ROSARIO JOEL,1320,SAR,D,FT,AO,93000,NA,37.44279572874775
ALBARADO R J,1870,PRM,D,FT,G3,203483,NA,35.88180112570357
HERNANDEZ HARRY,1320,FL,D,GD,N,50000,NA,38.04424404678032
ORTIZ IRAD JR,1540,AQU,D,FT,G3,150000,NA,37.96095444685466
ALVARADO JUNIOR,1760,AQU,D,FT,N,150000,NA,36.31228565664716
ALVARADO JUNIOR,1760,AQU,D,GD,N,100000,NA,35.62240253314862
ORTIZ JOSE L,1540,BEL,D,SY,N,125000,NA,36.976170912078885
ORTIZ JOSE L,1430,BEL,D,FT,A,64000,NA,37.577081192189105
VELASQUEZ CORNELIO,1540,AQU,D,FT,S,55000,NA,37.273695420660275
VELASQUEZ CORNELIO,1320,AQU,d,GD,S,55000,NA,37.03703703703703
REYES LUIS R,1320,AQU,D,FT,M,41000,40000,37.144036318613296
SAEZ LUIS,1320,BEL,D,FT,S,62000,NA,36.75970047651464
ORTIZ JOSE L,1210,SAR,T,FM,S,73000,NA,38.841807909604526
ORTIZ JOSE L,1210,SAR,D,SY,S,73000,NA,36.83583866646822
LUZZI M J,1320,AQU,D,FT,S,55000,NA,34.96503496503497
ROSARIO JOEL,1540,AQU,D,FT,S,55000,NA,36.12799632985434
ROSARIO JOEL,1320,AQU,t,TF,S,55000,NA,38.698581052028096
ROSARIO JOEL,1320,BEL,T,FM,M,41000,40000,38.04424404678032
MONTANEZ ROSARIO,1320,BEL,D,FT,M,41000,40000,37.520844913841024
LEZCANO JOSE,1430,AQU,D,FT,S,62000,NA,36.357986326911124
ALVARADO JUNIOR,1320,AQU,t,TF,S,62000,NA,38.15175922000848
CASTELLANO J J,1320,AQU,t,TF,S,62000,NA,38.17333521843631
ARROYO ANGEL S,1760,AQU,D,FT,S,55000,NA,34.87020534676482
ARROYO ANGEL S,1320,AQU,D,FT,S,55000,NA,37.380589782638786
CASTELLANO J J,1320,AQU,t,FM,S,55000,NA,38.643194504079005
VELAZQUEZ J R,1870,SAR,T,FM,S,73000,NA,37.284335705234426
VELAZQUEZ J R,1210,BEL,D,FT,S,62000,NA,37.53412192902639
ROSARIO JOEL,1320,AQU,t,FM,S,55000,NA,38.40682788051209
ROSARIO JOEL,1320,BEL,t,FM,S,60000,NA,38.216560509554135
CASTELLANO J J,1760,BEL,T,FM,S,60000,NA,37.105751391465674
ROSARIO JOEL,1210,SAR,T,FM,S,73000,NA,39.83582810236601
CANCEL ERIC,1320,AQU,t,FM,S,70000,NA,39.28987194412107
JUAREZ NIK,1210,GP,D,FT,S,50000,NA,36
ORTIZ IRAD JR,1320,AQU,D,FT,A,75000,NA,37.458379578246394
REYES LUIS R,1320,AQU,D,FT,R,51000,NA,39.04555314533623
CASTELLANO J J,1320,AQU,D,FT,C,40000,40000,36.02401601067378
CASTELLANO J J,1540,AQU,D,FT,R,55000,NA,35.58919896056942
CASTELLANO J J,1320,BEL,D,FT,R,55000,NA,38.05496828752642
CASTELLANO J J,1320,BEL,T,FM,R,55000,NA,38.23820988528537
CASTELLANO J J,1430,BEL,D,FT,R,55000,NA,37.528868360277144
CASTELLANO J J,1430,SAR,D,FT,M,35000,30000,38.130621822448184
JUAREZ NIK,1320,MTH,D,FT,S,36000,NA,38.36317135549873
CASTELLANO J J,1320,BEL,t,FM,S,75000,NA,38.693035253654344
LYNCH FEARGAL,1760,LRL,D,FT,A,42000,NA,37.18624109079641
KARAMANOS H A,1760,LRL,D,FT,A,42000,NA,36.548223350253814
MCCARTHY TREVOR,1760,LRL,D,FT,A,35000,NA,37.07899886703059
ACOSTA J D,1870,AQU,d,FT,AO,67000,NA,35.707617625093356
ACOSTA J D,1830,AQU,d,FT,A,67000,NA,35.96446789183146
FRANCO MANUEL,1830,AQU,d,FT,S,60000,NA,35.88172755158952
FRANCO MANUEL,1760,AQU,D,FT,S,60000,NA,36.17726861621947
FRANCO MANUEL,1870,BEL,D,FT,S,75000,NA,37.06036236798761
ORTIZ JOSE L,1760,BEL,D,FT,S,75000,NA,37.04465939493722
MCCARTHY TREVOR,1760,LRL,D,FT,S,40000,NA,36.600244001626685
CARMOUCHE K,1320,AQU,t,FM,AO,80000,62500,40.01778568252557
BESCHIZZA ADAM,1210,FG,T,FM,AO,42000,NA,38.9948006932409
ROSARIO JOEL,1870,GP,T,FM,N,60000,NA,37.85254824344384
ORTIZ JOSE L,1650,GP,T,FM,AO,52000,50000,37.81512605042016
GAFFALIONE TYLER,1870,GP,T,FM,AO,61000,NA,37.599528162783834
ORTIZ JOSE L,1320,AQU,t,FM,AO,69000,62500,38.86569742334821
ARROYO ANGEL S,1540,BEL,T,TF,C,42000,35000,37.65240258187904
ARROYO ANGEL S,1760,SAR,t,FM,C,51000,50000,37.994722955145114
ARROYO ANGEL S,2420,SAR,t,FM,AO,90000,NA,36.05243991260014
LANDEROS CHRIS,1980,CD,T,FM,AO,57500,62500,37.224264705882355
MCCARTHY TREVOR,1320,AQU,t,FM,AO,80000,62500,40.059347181008896
SAEZ LUIS,1760,GP,T,FM,AO,53000,75000,37.23239218119764
SAEZ LUIS,1870,GP,T,FM,AO,62000,75000,37.55891594658287
PIMENTEL J,1870,LRL,T,FM,AO,47000,NA,38.018089653115986
CANCEL ERIC,1320,BEL,t,FM,AO,80000,62500,39.66505068312033
CANCEL ERIC,1760,BEL,T,FM,AO,80000,62500,38.07509254362772
PIMENTEL J,1980,LRL,T,SF,N,75000,NA,34.47982291844033
PIMENTEL J,1320,LRL,T,FM,N,75000,NA,39.456378781236296
PIMENTEL J,1870,LRL,T,FM,AO,47000,NA,37.68101664860605
PIMENTEL J,1870,LRL,T,FM,AO,47000,NA,37.927615270203276
LEZCANO JOSE,1870,AQU,t,FM,AO,80000,NA,38.20033955857385
PEREZ EDGAR,1980,HAW,T,SF,N,100000,NA,34.70437017994858
LEZCANO JOSE,1980,LRL,T,FM,G3,200000,NA,38.23640483383685
LEZCANO JOSE,1980,SAR,T,FM,G3,300000,NA,38.142776417404406
LEZCANO JOSE,1870,SAR,t,FM,AO,78000,NA,38.25382538253826
LEZCANO JOSE,2420,SAR,t,TF,A,75000,NA,37.05089820359282
LEZCANO JOSE,1870,SAR,t,FM,C,62000,40000,37.9013079667063
ORTIZ JOSE L,1430,BEL,D,FT,A,64000,NA,36.56707088386049
MARAGH RAJIV,1540,AQU,D,FT,A,57000,NA,36.7047308319739
DAVIS DYLAN,1830,AQU,d,MY,N,100000,NA,34.66872110939908
FRANCO MANUEL,1320,AQU,t,FM,AO,80000,NA,40.01778568252557
GALLARDO ANTONIO A,1870,TAM,T,FM,AO,23500,NA,37.41563141934852
CRUZ M R,1760,TAM,T,TF,AO,23500,NA,36.95339765961815
BRAVO J,1980,AQU,T,FM,AO,69000,NA,36.57545380655648
PRADO E S,1870,AQU,t,FM,AO,69000,NA,37.45593419506463
FRANCO MANUEL,1760,BEL,T,FM,AO,80000,NA,38.07509254362772
ROSARIO JOEL,1870,SAR,T,FM,AO,90000,NA,38.219424460431654
FRANCO MANUEL,1760,SAR,t,FM,AO,90000,NA,37.834997372569624
SMITH M E,1870,BEL,t,FM,AO,80000,NA,37.40465480148641
FRANCO MANUEL,1540,BEL,T,FM,AO,80000,NA,38.60767250888589
ORTIZ IRAD JR,1320,AQU,t,TF,A,75000,NA,39.375820329590205
SAEZ LUIS,1100,GP,T,FM,S,55000,NA,39.85828166519043
CARMOUCHE K,1760,AQU,t,FM,N,100000,NA,37.37541528239203
ROSARIO JOEL,1870,SAR,t,FM,N,150000,NA,38.048343777976726
CARMOUCHE K,1870,SAR,T,FM,N,100000,NA,38.20415501398321
CARMOUCHE K,1760,BEL,T,YL,N,125000,NA,36.63749236718909
CARMOUCHE K,1760,AQU,T,YL,N,100000,NA,37.44928742328098
LEZCANO JOSE,1760,GP,T,FM,G3,150000,NA,38.36317135549872
LANERIE C J,1870,GP,T,FM,G2,200000,NA,37.26617303195635
CARMOUCHE K,1760,AQU,T,TF,N,150000,NA,37.243947858473
ROSARIO JOEL,1870,BEL,D,SY,N,200000,NA,35.47908357295242
BOYCE FOREST,1760,LRL,T,FM,G2,200000,NA,38.24091778202677
CASTELLANO J J,1320,AQU,t,FM,AO,80000,NA,39.834759516081434
ORTIZ JOSE L,1760,AQU,D,FT,AO,69000,NA,32.61460409494474
ORTIZ IRAD JR,1320,AQU,t,FM,AO,69000,NA,38.96666185596767
JARAMILLO E,1760,GPW,T,FM,AO,44000,NA,36.003600360036
LEZCANO JOSE,1870,GP,D,SY,AO,49000,NA,36.44245426829268
LEPAROUX JULIEN R,1760,SA,T,TF,G2,200000,NA,38.07911994922783
GEROUX FLORENT,1870,CD,T,FM,G3,100000,NA,36.761172513214795
CARMOUCHE K,1760,BEL,T,TF,A,77000,NA,37.834997372569624
BRAVO J,1870,SAR,T,FM,AO,85000,NA,37.86753786753786
*DOYLE JAMES,1760,NKT,T,SF,N,7018,NA,35.82802547770701
LEPAROUX JULIEN R,1210,KEE,T,SF,G2,200000,NA,37.61398176291793
SMITH M E,1430,SA,T,FM,G3,150000,NA,40.15099519560742
SMITH M E,1100,GP,T,FM,N,175000,NA,40.14272970561998
BOULANGER G,1320,WO,D,FT,G2,175000,NA,38.54389721627409
CASTELLANO J J,1760,BEL,T,FM,AO,90000,100000,37.958667229017294
GARCIA A,1540,WO,T,FM,G2,175000,NA,38.62660944206009
CASTELLANO J J,1760,BEL,T,FM,AO,90000,NA,37.453183520599254
CASTELLANO J J,1540,BEL,T,FM,AO,90000,NA,39.38484621155288
CASTELLANO J J,1540,BEL,T,TF,AO,80000,NA,38.08487486398259
CASTELLANO J J,1650,GP,T,FM,AO,49000,NA,38.260968144201335
DAVIS DYLAN,1980,AQU,D,FT,N,90000,NA,35.86292393518109
DAVIS DYLAN,1980,AQU,D,FT,A,67000,NA,35.620052770448545
DAVIS DYLAN,1760,AQU,D,SY,C,44000,50000,36.10832497492477
GARCIA MARTIN,1760,AQU,D,FT,C,44000,50000,36.41881638846738
GARCIA MARTIN,1540,AQU,D,FT,A,67000,NA,36.52597402597402
SAEZ LUIS,1870,BEL,D,SY,C,42000,35000,36.45982270517587
FRANCO MANUEL,1760,SAR,t,FM,C,62000,50000,37.60183831209526
